address
"2169 BLACKROCK AVENUE,BRONX 10472"
"432 WEST 20 STREET,MANHATTAN 10011"
"21 WEST END AVE,MANHATTAN 10023"
"55-11 QUEENS BOULEVARD,QUEENS 11377"
"2929 WEST 31ST STREET,BROOKLYN 11224"
"94-25 57TH AVE,QUEENS 11373"
"220 WEST 108 STREET,MANHATTAN 10025"
"74-15 JUNIPER BOULEVARD NORTH,QUEENS 11379"
"6012 FARRAGUT ROAD,BROOKLYN 11236"
"209 EAST 16 STREET,MANHATTAN 10003"
"2495 BROADWAY,MANHATTAN 10025"
"2166 CONEY ISLAND AVE,BROOKLYN 11223"
"75 Skyline Drive,STATEN ISLAND 10304"
"10917 46TH AVE,QUEENS 11368"
"75 Varick  Street,MANHATTAN 10013"
"84-15 BEVERLY ROAD,QUEENS 11415"
"414 MORRIS AVENUE,BRONX 10451"
"86-55 BROADWAY,QUEENS 11373"
"1491 BROADWAY,BROOKLYN 11221"
"275 KINGSTON AVENUE,BROOKLYN 11213"
"1185 PARK PLACE,BROOKLYN 11213"
"1990 STILLWELL AVENUE,BROOKLYN 11223"
"48 SULLIVAN ST,BROOKLYN 11231"
"141-20 GRAND CENTRAL PARKWAY,QUEENS 11435"
"6515 164 STREET,QUEENS 11365"
"22-32 BUCKINGHAM ROAD,BROOKLYN 11226"
"475 MAIN STREET,MANHATTAN 10044"
"50 MONROE PLACE,BROOKLYN 11201"
"139-76 85 DRIVE,QUEENS 11435"
"1555 EAST 174 STREET,BRONX 10472"
"339 GREENE AVENUE,BROOKLYN 11238"
"30 EAST 111 STREET,MANHATTAN 10029"
"341 WEST   50 STREET,MANHATTAN 10019"
"75-24 GRAND CENTRAL PARKWAY,QUEENS 11375"
"2160 EAST TREMONT AVENUE,BRONX 10462"
"2519 CRESTON AVE,BRONX 10468"
"180 Myrtle Avenue,BROOKLYN 11201"
"52-17 83 STREET,QUEENS 11373"
"15 BRIDGE PARK DR,BROOKLYN 11201"
" 216-01 Union Turnpike,QUEENS 11364"
"288 SOUTH 5 STREET,BROOKLYN 11211"
"3440 WHITE PLAINS RD.,BRONX 10467"
"1 WEST   88 STREET,MANHATTAN 10024"
"1419-23 BROADWAY,BROOKLYN 11221"
"405 Gold Street,BROOKLYN 11201"
"300 EAST 175TH STREET,BRONX 10457"
"73-75 SULLIVAN STREET,MANHATTAN 10012"
"433 EAST 100 STREET,MANHATTAN 10029"
"65 EAST 89 STREET,MANHATTAN 10128"
"5000 14TH AVENUE,BROOKLYN 11219"
"288 SOUTH 5 STREET,BROOKLYN 11211"
"35-37 1/2 DIVISION STREET,MANHATTAN 10002"
"27-28 THOMSON AVENUE,QUEENS 11101"
"2544 CRESCENT STREET,QUEENS 11102"
"33 SOMERS STREET,BROOKLYN 11233"
"8353 MANTON STREET,QUEENS 11435"
"127 WEST 127TH STREET,MANHATTAN 10027"
"23-88 31st Street,QUEENS 11105"
"6703 13TH AVE,BROOKLYN 11219"
"29-01 216 STREET,QUEENS 11360"
"4321 BARNES AVENUE,BRONX 10466"
"2205 THIRD AVENUE,MANHATTAN 10035"
"487 HUDSON STREET,MANHATTAN 10014"
"44-07 LITTLE NECK PARKWAY,QUEENS 11363"
"165 WEST 12 STREET,MANHATTAN 10011"
"188-01 LINDEN BOULEVARD,QUEENS 11412"
"10 GREGG PLACE,STATEN ISLAND 10301"
"80 Riverside  Boulevard,MANHATTAN 10069"
"644 GATES AVENUE,BROOKLYN 11221"
"416 East 80 Street,MANHATTAN 10075"
"1030 NEILSON STREET,QUEENS 11691"
"301 NORTH BURGHER AVENUE,STATEN ISLAND 10310"
"22 EAST 60TH STREET,MANHATTAN 10022"
"80 BEEKMAN STREET,MANHATTAN 10038"
"201-02 LINDEN BOULEVARD,QUEENS 11412"
"1683 42ND ST,BROOKLYN 11204"
"90-45 MYRTLE AVENUE,QUEENS 11385"
"1677 LEXINGTON AVENUE,MANHATTAN 10029"
"1330 5TH AVENUE,MANHATTAN 10026"
"63-08 69 PLACE,QUEENS 11379"
"175-44 MAYFIELD ROAD,QUEENS 11432"
"215 SOUTH END AVENUE,MANHATTAN 10280"
"46-07 VERNON BOULEVARD,QUEENS 11101"
"2221 RICHMOND AVE,STATEN ISLAND 10314"
"753 ONDERDONK AVENUE,QUEENS 11385"
"197-25 HILLSIDE AVENUE,QUEENS 11423"
"722 WYTHE AVE,BROOKLYN 11249"
"366 OAKDALE STREET,STATEN ISLAND 10312"
"1465 Webster  Avenue,BRONX 10456"
"60 Lincoln Center Plaza,MANHATTAN 10023"
"99 John Street,MANHATTAN 10038"
"890 PROSPECT AVENUE,BRONX 10459"
"207-211 Thompson Street,MANHATTAN 10012"
"418 KEAP STREET,BROOKLYN 11211"
"2872 ST THERESA AVENUE,BRONX 10461"
"3560 RICHMOND ROAD,STATEN ISLAND 10306"
"717 EAST 105 STREET,BROOKLYN 11236"
"122 EAST 91 STREET,MANHATTAN 10128"
"1565 59 STREET,BROOKLYN 11219"
"460 ATLANTIC AVENUE,BROOKLYN 11217"
"4315 16 Avenue,BROOKLYN 11204"
"22 MIDDLETON ST,BROOKLYN 11206"
"31-10 THOMSON AVENUE,QUEENS 11101"
"2403 AVENUE X,BROOKLYN 11235"
"245 86 STREET,BROOKLYN 11209"
"2465 BATHGATE AVENUE,BRONX 10458"
"76 LORRAINE STREET,BROOKLYN 11231"
"110-15 164 PLACE,QUEENS 11433"
"2380 MARION AVENUE,BRONX 10458"
"15 BORAGE PLACE,QUEENS 11375"
"310 WEST   75 STREET,MANHATTAN 10023"
"606 West  57  Street,MANHATTAN 10019"
"190 E 162ND ST,BRONX 10451"
"134 DUANE STREET,MANHATTAN 10013"
"921 MADISON AVENUE,MANHATTAN 10021"
"1500 PAERDEGAT AVENUE NORTH,BROOKLYN 11236"
"714 BANNER AVENUE,BROOKLYN 11235"
"64-33 WOODHAVEN BLVD,QUEENS 11374"
"67-09 108 STREET,QUEENS 11375"
"2007 LINDEN BOULEVARD,BROOKLYN 11207"
"419 EAST 86TH STREET,MANHATTAN 10028"
"810 EAST  152 STREET,BRONX 10455"
"435 EAST 70 STREET,MANHATTAN 10021"
"27-11 BAYSIDE LANE,QUEENS 11358"
"1110 SOUTH AVENUE,STATEN ISLAND 10314"
"72 Reade Street,MANHATTAN 10007"
"335 PROSPECT AVENUE,BROOKLYN 11215"
"52 QUENTIN ROAD,BROOKLYN 11223"
"10023 SEAVIEW   AVENUE,BROOKLYN 11236"
"220 HENDRIX STREET,BROOKLYN 11207"
"1784 EAST 17TH STREET,BROOKLYN 11229"
"110-04 ATLANTIC AVENUE,QUEENS 11419"
"90-20 191 STREET,QUEENS 11423"
"163-15 OAK AVENUE,QUEENS 11358"
"4 TIMES SQUARE,MANHATTAN 10036"
"341 ELVIN STREET,STATEN ISLAND 10314"
"1271 AVENUE OF THE AMERICAS,MANHATTAN 10020"
"192 EAST 151 STREET,BRONX 10451"
"2211 CONEY ISLAND AVENUE,BROOKLYN 11223"
"329 NORWAY AVENUE,STATEN ISLAND 10305"
"345 EAST   94 STREET,MANHATTAN 10128"
"87-41 165 STREET,QUEENS 11432"
"314 44TH  STREET,BROOKLYN 11220"
"1257 EAST 18TH STREET,BROOKLYN 11230"
"1325 PENNSYLVANIA AVENUE,BROOKLYN 11239"
"1825 59TH STREET,BROOKLYN 11204"
"190 S 1ST ST,BROOKLYN 11211"
"132-18 41ST    AVENUE,QUEENS 11355"
"1334 Louis Nine Boulevard,BRONX 10459"
"887 CROTONA PARK NORTH,BRONX 10460"
"170 AMSTERDAM AVE,MANHATTAN 10023"
"1622 1 AVENUE,MANHATTAN 10028"
"347 74TH STREET,BROOKLYN 11209"
"3017 GLENWOOD ROAD,BROOKLYN 11210"
"160 LAWRENCE AVENUE,BROOKLYN 11230"
"1458 WEBSTER AVENUE,BRONX 10456"
"4706 10 AVENUE,BROOKLYN 11219"
"1779 RICHMOND AVENUE,STATEN ISLAND 10314"
"1028 EAST 179 STREET,BRONX 10460"
"830 FOX STREET,BRONX 10459"
"10 EAST 66 STREET,MANHATTAN 10065"
"1700 SEWARD AVENUE,BRONX 10473"
"1016 EDISON AVENUE,BRONX 10465"
"31-10 23 STREET,QUEENS 11106"
"600 FIFTH AVENUE,MANHATTAN 10020"
"365 Bridge Street,BROOKLYN 11201"
"629 51ST STREET,BROOKLYN 11220"
"610 WEST 112 STREET,MANHATTAN 10025"
"2901 BRIGHTON 6 STREET,BROOKLYN 11235"
"27-28 THOMSON AVENUE,QUEENS 11101"
"756 MYRTLE AVENUE,BROOKLYN 11206"
"219-18 HORACE HARDING EXPRESSWAY,QUEENS 11364"
"366 OAKDALE STREET,STATEN ISLAND 10312"
"2800E VICTORY BOULEVARD,STATEN ISLAND 10314"
"8413 AVENUE K,BROOKLYN 11236"
"127 EAST 90TH STREET,MANHATTAN 10128"
"75 SkyLine Drive,STATEN ISLAND 10304"
"220 E 76TH ST,MANHATTAN 10021"
"1000 RICHMOND TERRACE,STATEN ISLAND 10310"
"257 BEACH 17 STREET,QUEENS 11691"
"2125 WATSON AVENUE,BRONX 10472"
"435 CENTRAL PARK WEST,MANHATTAN 10025"
"535 EAST 5TH STREET,MANHATTAN 10009"
"298 6 AVENUE,BROOKLYN 11215"
"3357 58TH ST,QUEENS 11377"
"131-15 LIBERTY AVENUE,QUEENS 11419"
"2802-2808 FULTON STREET,BROOKLYN 11207"
"4511 14th Avenue,BROOKLYN 11219"
"1 WEST   88 STREET,MANHATTAN 10024"
"3322 DECATUR AVENUE,BRONX 10467"
"200 PARK AVENUE,MANHATTAN 10017"
"245-37 60 AVENUE,QUEENS 11362"
"3053 AVENUE U,BROOKLYN 11229"
"78-02 NORTHERN BLVD.,QUEENS 11372"
"41-20 QUEENS BOULEVARD,QUEENS 11104"
"2170 MCDONALD AVENUE,BROOKLYN 11223"
"2346 HYLAN BOULEVARD,STATEN ISLAND 10306"
"940 EAST 156 STREET,BRONX 10455"
"1144 HOE AVENUE,BRONX 10459"
"216-02 137 AVENUE,QUEENS 11413"
"115-50 221 STREET,QUEENS 11411"
"75-02 51 AVENUE,QUEENS 11373"
"5521 MOSHOLU AVENUE,BRONX 10471"
"200 BOSCOMBE AVENUE,STATEN ISLAND 10309"
"1 W 88TH ST,MANHATTAN 10024"
"2294 NOSTRAND AVENUE,BROOKLYN 11210"
"20 WEST STREET,MANHATTAN 10004"
"666 West End Avenue,MANHATTAN 10025"
"143 SKILLMAN AVE,BROOKLYN 11211"
"30-16 37TH STREET,QUEENS 11103"
"80 BAY STREET,STATEN ISLAND 10301"
"110-51 GUY R. BREWER BLVD.,QUEENS 11433"
"117-16 SUTPHIN BLVD.,QUEENS 11434"
"8502 RIDGE BOULEVARD,BROOKLYN 11209"
"3740 BAYCHESTER AVENUE ANNEX,BRONX 10466"
"3141 EAST TREMONT AVENUE,BRONX 10461"
"3480 THIRD AVENUE,BRONX 10456"
"850 HYLAN BOULEVARD,STATEN ISLAND 10305"
"66-05 108TH ST,QUEENS 11375"
"933 HERKIMER STREET,BROOKLYN 11233"
"27-07 8 STREET,QUEENS 11102"
"18 EAST 48TH STREET,MANHATTAN 10017"
"2817 WEST 12TH STREET,BROOKLYN 11224"
"214 WEST 142ND STREET,MANHATTAN 10030"
"336 EAST 61 STREET,MANHATTAN 10065"
"101-60 92ND STREET,QUEENS 11416"
"416 EAST 80 STREET,MANHATTAN 10075"
"47-09 5th  Street,QUEENS 11101"
"204 15TH ST,BROOKLYN 11215"
"5002 14TH AVENUE,BROOKLYN 11219"
"6709 108TH ST,QUEENS 11375"
"2221 RICHMOND AVE,STATEN ISLAND 10314"
"1420 BURKE AVENUE,BRONX 10469"
"455-91 41 AVENUE,QUEENS 11101"
"85 WARREN STREET,MANHATTAN 10007"
"281 PORT RICHMOND AVENUE,STATEN ISLAND 10302"
"1065 BEACH AVENUE,BRONX 10472"
"5735 KINGS HIGHWAY,BROOKLYN 11203"
"127 West  94  Street,MANHATTAN 10025"
"3880 SEDGWICK AVENUE,BRONX 10463"
"2348 WEBSTER AVENUE,BRONX 10458"
"143-04 101 AVENUE,QUEENS 11435"
"334 MILFORD STREET,BROOKLYN 11208"
"243 ST MARKS AVENUE,BROOKLYN 11238"
"30 WEST 68 STREET,MANHATTAN 10023"
"415 WEST 150  Street,MANHATTAN 10031"
"127 East 46th Street,MANHATTAN 10017"
"257 Gold Street,BROOKLYN 11201"
"2810 NOSTRAND AVENUE,BROOKLYN 11229"
"50 ASCAN AVENUE,QUEENS 11375"
"38-00 DITMARS BLVD.,QUEENS 11105"
"190 EAST  162 STREET,BRONX 10451"
"4 WASHINGTON SQUARE VILLAGE,MANHATTAN 10012"
"3952 Third Avenue,BRONX 10457"
"1270 BAY RIDGE PARKWAY,BROOKLYN 11228"
"610 BLOOMINGDALE ROAD,STATEN ISLAND 10309"
"68-02 METROPOLITAN AVENUE,QUEENS 11379"
"667 EASTERN PKWY.,BROOKLYN 11213"
"3942 White Plains Road,BRONX 10466"
"3901 FIELDSTON RD,BRONX 10471"
"185 Hegeman Avenue,BROOKLYN 11212"
"26 WEST 94 STREET,MANHATTAN 10025"
"527 ROGERS AVENUE,BROOKLYN 11225"
"1778 SOUTHERN BOULEVARD,BRONX 10460"
"138-46 NORTHERN BOULEVARD,QUEENS 11354"
"249 WEST 144TH STREET,MANHATTAN 10030"
"147-02 NEWPORT AVENUE,QUEENS 11694"
"130 BRIGHTON 11 STREET,BROOKLYN 11235"
"72 CLARKSON AVENUE,BROOKLYN 11226"
"1859 RICHMOND AVENUE,STATEN ISLAND 10314"
"10 CONFUCIUS PLAZA,MANHATTAN 10002"
"292 PALMETTO ST,BROOKLYN 11237"
"5901 13TH AVE,BROOKLYN 11219"
"3939 RICHMOND AVENUE,STATEN ISLAND 10312"
"711 AMSTERDAM AVENUE,MANHATTAN 10025"
"2195 VALENTINE AVENUE,BRONX 10457"
"215 SOUTH END AVENUE,MANHATTAN 10280"
"330 NEPTUNE AVENUE,BROOKLYN 11235"
"6202 MYRTLE AVE,QUEENS 11385"
"66-09 ALDERTON STREET,QUEENS 11374"
"537 Court Street,BROOKLYN 11231"
"921 EAST 180 STREET,BRONX 10460"
"105 HEYWARD STREET,BROOKLYN 11206"
"715 TODT HILL ROAD,STATEN ISLAND 10304"
"335 PROSPECT AVENUE,BROOKLYN 11215"
"655 MORRIS AVENUE,BRONX 10451"
"1362 46TH STREET,BROOKLYN 11219"
"2804-06 GLENWOOD ROAD,BROOKLYN 11210"
"3003 GLENWOOD ROAD,BROOKLYN 11210"
"273 BOWERY,MANHATTAN 10002"
"21-36 33 ROAD,QUEENS 11106"
"167-72 150 Street,QUEENS 11357"
"1505 CARROLL STREET,BROOKLYN 11213"
"1992 NOSTRAND AVENUE,BROOKLYN 11210"
"83-04 BROADWAY,QUEENS 11373"
"41-05 BEACH CHANNEL DRIVE,QUEENS 11691"
"324 PENN STREET,BROOKLYN 11211"
"1472 MONTGOMERY AVENUE,BRONX 10453"
"71-25 MAIN STREET,QUEENS 11367"
"294 DELANCEY STREET,MANHATTAN 10002"
"451 7TH AVENUE,BROOKLYN 11215"
"7802 BAY PARKWAY,BROOKLYN 11214"
"3321 AVENUE M,BROOKLYN 11210"
"3950 LACONIA AVENUE,BRONX 10466"
"3041 KINGSBRIDGE AVENUE,BRONX 10463"
"147-37 70 ROAD,QUEENS 11367"
"94-12 160 STREET,QUEENS 11433"
"440 EAST 116 STREET,MANHATTAN 10029"
"2757 WEST 33RD STREET,BROOKLYN 11224"
"5625 ARLINGTON AVENUE,BRONX 10471"
"3651 RICHMOND ROAD,STATEN ISLAND 10306"
"200 BOSCOMBE AVENUE,STATEN ISLAND 10309"
"1450 WEBSTER AVENUE,BRONX 10456"
"1395 LEXINGTON AVENUE,MANHATTAN 10128"
"199 14TH STREET,BROOKLYN 11215"
"157 Brabant St,STATEN ISLAND 10303"
"23-88 31st Street,QUEENS 11105"
"84-03 57TH AVENUE,QUEENS 11373"
"338 BEACH 56 STREET,QUEENS 11692"
"124 HUDSON ST,MANHATTAN 10013"
"185 COURT ST,BROOKLYN 11201"
"25 Tudor City Place,MANHATTAN 10017"
"97-30 QUEENS BOULEVARD,QUEENS 11374"
"1123 OCEAN VIEW AVENUE,BROOKLYN 11235"
"66-26 LAUREL HILL BOULEVARD,QUEENS 11377"
"1 WEST 91ST STREET,MANHATTAN 10024"
"99-39 66  AVENUE,QUEENS 11374"
"204 15TH ST,BROOKLYN 11215"
"830 SOUTHERN BLVD.,BRONX 10459"
"585 MARCY AVENUE,BROOKLYN 11206"
"2737 OCEAN AVENUE,BROOKLYN 11229"
"2433 OCEAN PKWY,BROOKLYN 11235"
"2130 MCDONALD AVENUE,BROOKLYN 11223"
"14-66 BEACH CHANNEL DRIVE,QUEENS 11691"
"2997 OCEAN PARKWAY,BROOKLYN 11235"
"2350 5 AVENUE,MANHATTAN 10037"
"5705 MOSHOLU AVE,BRONX 10471"
"1 EAST 91 STREET,MANHATTAN 10128"
"5815 20 AVENUE,BROOKLYN 11204"
"18 EAST 48 STREET,MANHATTAN 10017"
"57-27 PENROD STREET,QUEENS 11368"
"4102 WHITE PLAINS ROAD,BRONX 10466"
"85-93 BENNETT AVENUE,MANHATTAN 10033"
"156 GATES  AVENUE,BROOKLYN 11238"
"3210 Riverdale Avenue,BRONX 10463"
"20 WEST STREET,MANHATTAN 10004"
"1429 HYLAN BLVD.,STATEN ISLAND 10305"
"67-52 79TH ST,QUEENS 11379"
"260 Jefferson   Avenue,BROOKLYN 11216"
"264 BEACH   19 STREET,QUEENS 11691"
"719 EAST 216 STREET,BRONX 10467"
"334 AMSTERDAM AVENUE,MANHATTAN 10023"
"443 TARGEE STREET,STATEN ISLAND 10304"
"108-10 Sutphin  Boulevard,QUEENS 11435"
"3300 CONEY ISLAND AVENUE,BROOKLYN 11235"
"644 GREENWICH STREET,MANHATTAN 10014"
"1299 AMSTERDAM AVENUE,MANHATTAN 10027"
"108-42 SUTPHIN BLVD.,QUEENS 11435"
"1141 CASTLETON AVE,STATEN ISLAND 10310"
"295 WOODBINE STREET,BROOKLYN 11237"
"250 BEDFORD PARK BLVD WEST.,BRONX 10468"
"1266 PROSPECT AVENUE,BROOKLYN 11218"
"84-15 BEVERLY ROAD,QUEENS 11415"
"211 JEFFERSON ST,STATEN ISLAND 10306"
"926 Bedford Avenue,BROOKLYN 11205"
"1637 45TH STREET,BROOKLYN 11204"
"5959 Broadway,BRONX 10463"
"300 DELANCEY STREET,MANHATTAN 10002"
"148 HIGHLAWN AVENUE,BROOKLYN 11223"
"60 ESSEX STREET,MANHATTAN 10002"
"230 60 STREET,BROOKLYN 11220"
"4765 HENRY HUDSON PARKWAY,BRONX 10471"
"119 Convent  Avenue,MANHATTAN 10031"
"115 CHRYSTIE STREET,MANHATTAN 10002"
"68-02 METROPOLITAN AVENUE,QUEENS 11379"
"47-24 BELL BOULEVARD,QUEENS 11361"
"21 SOUTH END AVENUE,MANHATTAN 10280"
"1741 BROADWAY,BROOKLYN 11207"
"79-10 34TH AVENUE,QUEENS 11372"
"50 EAST 168 STREET,BRONX 10452"
"109 NASSAU AVENUE,BROOKLYN 11222"
"1657 NOSTRAND AVENUE,BROOKLYN 11226"
"5250 FIELDSTON ROAD,BRONX 10471"
"51-07 69 STREET,QUEENS 11377"
"434-456 WEST 56TH STREET,MANHATTAN 10019"
"42-09 28TH STREET,QUEENS 11101"
"1774 58TH STREET,BROOKLYN 11204"
"30-04 146 STREET,QUEENS 11354"
"1741 BROADWAY,BROOKLYN 11207"
"1520 YORK AVENUE,MANHATTAN 10028"
"663 MANOR ROAD,STATEN ISLAND 10314"
"137-37 FARMERS BLVD.,QUEENS 11434"
"1841 PARK AVENUE,MANHATTAN 10035"
"50 MONROE PLACE,BROOKLYN 11201"
"71-12 MAIN ST,QUEENS 11367"
"1349 INWOOD AVENUE,BRONX 10452"
"72-34 Main  Street,QUEENS 11367"
"35 HEWES STREET,BROOKLYN 11249"
"416 WILLIS AVENUE,BRONX 10454"
"274 GARFIELD PLACE,BROOKLYN 11215"
"1232 SOUTHERN BOULEVARD,BRONX 10459"
"215-15 NORTHERN BOULEVARD,QUEENS 11361"
"4616 LITTLE NECK PKWY,QUEENS 11362"
"250 WEST   65 STREET,MANHATTAN 10023"
"1107-09 NEWKIRK AVENUE,BROOKLYN 11230"
"852 CLASSON AVENUE,BROOKLYN 11238"
"5202 13 AVENUE,BROOKLYN 11219"
"1638 ANTHONY AVENUE,BRONX 10457"
"92-14 63 DRIVE,QUEENS 11374"
"374 RIDGEWOOD AVENUE,STATEN ISLAND 10312"
"529-531 WEST 155TH STREET,MANHATTAN 10032"
"178-36 WEXFORD  TERRACE,QUEENS 11432"
"2175 EAST 22ND STREET,BROOKLYN 11229"
"604 WEST 227 STREET,BRONX 10463"
"133-16 ROOSEVELT AVENUE,QUEENS 11354"
"4063 EDSON AVENUE,BRONX 10466"
"114-28 FRANCIS LEWIS BLVD.,QUEENS 11411"
"8437A 118TH ST,QUEENS 11415"
"145-15 34 AVENUE,QUEENS 11354"
"631 East 18 Street,BROOKLYN 11226"
"1623 CONEY ISLAND AVENUE,BROOKLYN 11230"
"101 West 91 Street,MANHATTAN 10024"
"13316 SPRINGFIELD BLVD,QUEENS 11413"
"270 WEST 84TH STREET,MANHATTAN 10024"
"2826 WESTCHESTER AVENUE,BRONX 10461"
"383 THIRD AVENUE,BROOKLYN 11215"
"462 FIRST AVENUE,MANHATTAN 10016"
"310 WEST 75TH STREET,MANHATTAN 10023"
"11 JEFFERSON AVENUE,BROOKLYN 11238"
"25 Chapel Street,BROOKLYN 11201"
"7702 NEW UTRECHT AVENUE,BROOKLYN 11214"
"48 SULLIVAN ST,BROOKLYN 11231"
"100 Clinton Street,BROOKLYN 11201"
"182 HENRY ST,BROOKLYN 11201"
"671-675 PROSPECT PLACE,BROOKLYN 11216"
"2600 NETHERLAND AVENUE,BRONX 10463"
"712 BEDFORD AVENUE,BROOKLYN 11206"
"823 CLASSON  AVENUE,BROOKLYN 11238"
"1613 44TH ST,BROOKLYN 11204"
"6705 13th  Avenue,BROOKLYN 11219"
"40 EAST 30TH STREET,MANHATTAN 10016"
"625 West 57 Street,MANHATTAN 10019"
"6813 8  AVENUE,BROOKLYN 11220"
"233-10 LINDEN BLVD.,QUEENS 11411"
"243 SOUTH 2ND STREET,BROOKLYN 11211"
"720 EUCLID AVENUE,BROOKLYN 11208"
"3005 8 AVENUE,MANHATTAN 10039"
"771-779 EAST 49TH STREET,BROOKLYN 11203"
"521-527 WEST 155TH STREET,MANHATTAN 10032"
"160 Convent  Avenue,MANHATTAN 10031"
"15 MOUNT MORRIS PARK WEST,MANHATTAN 10027"
"1701 NEREID AVENUE,BRONX 10466"
"97-45 63 DRIVE,QUEENS 11374"
"206 WILSON STREET,BROOKLYN 11211"
"31-57 31ST ST,QUEENS 11106"
"125 SCHROEDERS AVENUE,BROOKLYN 11239"
"99 SUFFOLK STREET,MANHATTAN 10002"
"6709 19 AVENUE,BROOKLYN 11204"
"111A 11TH AVENUE,MANHATTAN 10011"
"713 43RD STREET,BROOKLYN 11232"
"241 WATER STREET,MANHATTAN 10038"
"235 EAST 11 STREET,MANHATTAN 10003"
"33-50 82 STREET,QUEENS 11372"
"34 NORTH    7 STREET,BROOKLYN 11249"
"133 KINGSBOROUGH  1ST WALK,BROOKLYN 11233"
"65-01 KISSENA BOULEVARD,QUEENS 11367"
"2975 HYLAN BLVD,STATEN ISLAND 10306"
"712 CARROLL STREET,BROOKLYN 11215"
"361 15TH STREET,BROOKLYN 11215"
"2130 44TH DR,QUEENS 11101"
"8000 Utopia Parkway,QUEENS 11432"
"255 West 14 Street,MANHATTAN 10011"
"144-06 ROCKAWAY BOULEVARD,QUEENS 11436"
"108 AVENUE D,MANHATTAN 10009"
"207-211 Thompson  Street,MANHATTAN 10012"
"1770 DAVIDSON AVENUE,BRONX 10453"
"159 BROADWAY,STATEN ISLAND 10310"
"1297 ARTHUR KILL ROAD,STATEN ISLAND 10312"
"383 EAST 162 STREET,BRONX 10451"
"937 TELLER AVENUE,BRONX 10451"
"293 NEPTUNE AVENUE,BROOKLYN 11235"
"300 VESEY STREET,MANHATTAN 10281"
"100 Brighton  Avenue,STATEN ISLAND 10301"
"1887 BATHGATE AVENUE,BRONX 10457"
"217-21 MERRICK BLVD.,QUEENS 11413"
"890 PROSPECT AVENUE,BRONX 10459"
"787A WASHINGTON AVENUE,BROOKLYN 11238"
"82-25 164 STREET,QUEENS 11432"
"3844 FLATLANDS AVE,BROOKLYN 11234"
"1975 51ST STREET,BROOKLYN 11204"
"406 GROVE STREET,BROOKLYN 11237"
"215 EAST 6 STREET,MANHATTAN 10003"
"552 5 AVENUE,BROOKLYN 11215"
"533 BLAKE AVENUE,BROOKLYN 11207"
"852 CLASSON AVE,BROOKLYN 11238"
"1794 FIRST AVENUE,MANHATTAN 10128"
"108 PINE STREET,BROOKLYN 11208"
"2848 BRIGHTON 7TH STREET,BROOKLYN 11235"
"2340 ANDREWS AVENUE,BRONX 10468"
"142-30 BARCLAY AVENUE,QUEENS 11355"
"808 MYRTLE AVENUE,BROOKLYN 11206"
"1670 OCEAN AVENUE,BROOKLYN 11230"
"245 EAST   92 STREET,MANHATTAN 10128"
"25-38 37 STREET,QUEENS 11103"
"891 AVENUE Z,BROOKLYN 11235"
"455-98 CLINTONVILLE STREET,QUEENS 11357"
"11 NEW LOTS AVE,BROOKLYN 11212"
"652 WEST 187 STREET,MANHATTAN 10033"
"3044 HULL AVENUE,BRONX 10467"
"40 WORTH STREET,MANHATTAN 10013"
"54-02 217 STREET,QUEENS 11364"
"850 JENNINGS STREET,BRONX 10459"
"62 AVENUE B,MANHATTAN 10009"
"166-26 89TH AVENUE,QUEENS 11432"
"10315 FARRAGUT ROAD,BROOKLYN 11236"
"21-60 33 STREET,QUEENS 11105"
"195 WORTH STREET,MANHATTAN 10013"
"4 WEST 76TH STREET,MANHATTAN 10023"
"112-33 QUEENS BOULEVARD,QUEENS 11375"
"1841 PARK AVENUE,MANHATTAN 10035"
"1213 ELM AVENUE,BROOKLYN 11230"
"262 LEXINGTON AVENUE,BROOKLYN 11216"
"158-13 72 AVENUE,QUEENS 11365"
"1110 South Avenue,STATEN ISLAND 10314"
"1218 PROSPECT AVENUE,BROOKLYN 11218"
"478 EAST 95 STREET,BROOKLYN 11212"
"2672 FREDERICK DOUGLAS BLVD,MANHATTAN 10030"
"41 West 117TH ST,MANHATTAN 10026"
"66-10 80 STREET,QUEENS 11379"
"1091 SUTTER AVENUE,BROOKLYN 11208"
"1362 JEROME AVENUE,BRONX 10452"
"440 LAFAYETTE STREET,MANHATTAN 10003"
"253 West 72ND ST,MANHATTAN 10023"
"37-03 94 STREET,QUEENS 11372"
"474 WEST 159 STREET,MANHATTAN 10032"
"331 EAST 70 STREET,MANHATTAN 10021"
"280 PARK AVENUE SOUTH,MANHATTAN 10010"
"87-07 31 AVENUE,QUEENS 11369"
"3333 Broadway,MANHATTAN 10031"
"1859 RICHMOND AVENUE,STATEN ISLAND 10314"
"238-10 HILLSIDE AVENUE,QUEENS "
"198-18 32 ROAD,QUEENS 11358"
"135 BENNETT AVENUE,MANHATTAN 10040"
"38-03 FRANCIS LEWIS BLVD.,QUEENS 11358"
"315 East  62  Street,MANHATTAN 10065"
"90 CHAUNCEY STREET,BROOKLYN 11233"
"529A WEST 29TH STREET,MANHATTAN 10001"
"32-04 31ST AVENUE,QUEENS 11106"
"4416 23RD ST,QUEENS 11101"
"613 MIDLAND AVENUE,STATEN ISLAND 10306"
"200-08 MURDOCK AVENUE,QUEENS 11412"
"552 WEST 52 STREET,MANHATTAN 10019"
"73-75 SULLIVAN STREET,MANHATTAN 10012"
"1110 SOUTH AVENUE,STATEN ISLAND 10314"
